/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:START
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE NONE
:NAME None
:RADIUS 0
:COUNT 1
:POSITION 0.0,     0.0,     0.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
         
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE 1
:NAME 1_Formation
:RADIUS 0
:COUNT 1
:POSITION 0.0,     0.0,     0.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE ROW_LEFT
:NAME Row_left
:RADIUS 600
:COUNT 16
:POSITION 0.0,        0.0,     0.0
:POSITION -50.0,      0.0,     0.0
:POSITION -100.0,     0.0,     0.0
:POSITION -150.0,     0.0,     0.0
:POSITION -200.0,     0.0,     0.0
:POSITION -300.0,     0.0,     0.0
:POSITION -350.0,     0.0,     0.0
:POSITION -400.0,     0.0,     0.0
:POSITION -450.0,     0.0,     0.0
:POSITION -500.0,     0.0,     0.0
:POSITION -550.0,     0.0,     0.0
:POSITION -600.0,     0.0,     0.0
:POSITION -650.0,     0.0,     0.0
:POSITION -700.0,     0.0,     0.0
:POSITION -750.0,     0.0,     0.0
:POSITION -800.0,     0.0,     0.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE ROW_RIGHT
:NAME Row_right
:RADIUS 600
:COUNT 16
:POSITION 0.0,        0.0,     0.0
:POSITION 50.0,      0.0,     0.0
:POSITION 100.0,     0.0,     0.0
:POSITION 150.0,     0.0,     0.0
:POSITION 200.0,     0.0,     0.0
:POSITION 300.0,     0.0,     0.0
:POSITION 350.0,     0.0,     0.0
:POSITION 400.0,     0.0,     0.0
:POSITION 450.0,     0.0,     0.0
:POSITION 500.0,     0.0,     0.0
:POSITION 550.0,     0.0,     0.0
:POSITION 600.0,     0.0,     0.0
:POSITION 650.0,     0.0,     0.0
:POSITION 700.0,     0.0,     0.0
:POSITION 750.0,     0.0,     0.0
:POSITION 800.0,     0.0,     0.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE ECHELON_LEFT
:NAME Echelon_left
:RADIUS 1000
:COUNT 16
:POSITION 0.0,        0.0,      0.0
:POSITION -50.0,      0.0,     -50.0
:POSITION -100.0,     0.0,     -100.0
:POSITION -150.0,     0.0,     -150.0
:POSITION -200.0,     0.0,     -200.0
:POSITION -250.0,     0.0,     -250.0
:POSITION -300.0,     0.0,     -300.0
:POSITION -350.0,     0.0,     -350.0
:POSITION -400.0,     0.0,     -400.0
:POSITION -450.0,     0.0,     -450.0
:POSITION -500.0,     0.0,     -500.0
:POSITION -550.0,     0.0,     -550.0
:POSITION -600.0,     0.0,     -600.0
:POSITION -650.0,     0.0,     -650.0
:POSITION -700.0,     0.0,     -700.0
:POSITION -750.0,     0.0,     -750.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE ECHELON_RIGHT
:NAME Echelon_right
:RADIUS 1000
:COUNT 16
:POSITION 0.0,        0.0,      0.0
:POSITION 50.0,       0.0,     -50.0
:POSITION 100.0,      0.0,     -100.0
:POSITION 150.0,      0.0,     -150.0
:POSITION 200.0,      0.0,     -200.0
:POSITION 250.0,      0.0,     -250.0
:POSITION 300.0,      0.0,     -300.0
:POSITION 350.0,      0.0,     -350.0
:POSITION 400.0,      0.0,     -400.0
:POSITION 450.0,      0.0,     -450.0
:POSITION 500.0,      0.0,     -500.0
:POSITION 550.0,      0.0,     -550.0
:POSITION 600.0,      0.0,     -600.0
:POSITION 650.0,      0.0,     -650.0
:POSITION 700.0,      0.0,     -700.0
:POSITION 750.0,      0.0,     -750.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
:FORMATION
:TYPE COLUMN
:NAME Column
:RADIUS 900
:COUNT 16
:POSITION 0.0,     0.0,     0.0
:POSITION 0.0,     0.0,     -60.0
:POSITION 0.0,     0.0,     -120.0
:POSITION 0.0,     0.0,     -180.0
:POSITION 0.0,     0.0,     -240.0
:POSITION 0.0,     0.0,     -300.0
:POSITION 0.0,     0.0,     -360.0
:POSITION 0.0,     0.0,     -420.0
:POSITION 0.0,     0.0,     -480.0
:POSITION 0.0,     0.0,     -540.0
:POSITION 0.0,     0.0,     -600.0
:POSITION 0.0,     0.0,     -660.0
:POSITION 0.0,     0.0,     -720.0
:POSITION 0.0,     0.0,     -780.0
:POSITION 0.0,     0.0,     -840.0
:POSITION 0.0,     0.0,     -900.0
:END
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

